dev_os;temp;title;cam_vert;timestamp;id;comp_bar;pos_sat;pos_tech;pos_acc;Make and Model;cam_hoz;Azimuth;editor;Pitch;press;OS Version;Roll;Name;Tree type;Tree Species;Take photo;Grid reference;Other Known;geom
;;OBT Tree Survey;;2015-01-06T19:13:29.031Z;_4qhf6wmtu;;;;-1;MOTOROLA XT1068;;-1.632.466.574.655.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.164.609.008.517.740;;5.0.2;1.881.760.829.549.200;BMS Tenzing;Deciduous;;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/BMS Tenzing/1420571525538.jpg'>;;;-4.0731293,52.60187930000001
;;OBT Tree Survey;;2015-01-06T19:16:11.582Z;_ianets4ud;;;;-1;MOTOROLA XT1068;;-2.190.457.034.748.720;35cf4469-162e-4f6d-8eae-ed886121088d.json;-28.361.610.915.216.500;;5.0.2;39.739.436.511.045.800;BMS tenzing (3);Deciduous;;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/BMS tenzing (3)/1420571750163.jpg'>;;;-4.072975800000025,52.60164899999976
;;OBT Tree Survey;;2015-05-12T11:25:31.641Z;_igxmi6cze;;;;-1;MOTOROLA XT1068;;6.365.339.472.461.100;35cf4469-162e-4f6d-8eae-ed886121088d.json;-33.627.804.586.059.500;;4.4.4;0.2683623746776058;Kenno king;Deciduous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Kenno king/1431429886071.jpg'>;Challange wall abeedovey;;-4.006748199999975,52.508213199999894
;;OBT Tree Survey;;2015-05-12T11:26:34.021Z;_cwhnf5b0z;;;;-1;MOTOROLA XT1068;;-9.315.548.842.932.150;35cf4469-162e-4f6d-8eae-ed886121088d.json;-25.942.298.147.042.700;;4.4.4;-35.355.193.578.101.600;kenno king;Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/kenno king/1431429974239.jpg'>;Challenge wall;;-4.025042400000024,52.54754420000006
;;OBT Tree Survey;;2015-05-21T12:28:17.470Z;_qn3ezdlzz;;;;-1;MOTOROLA XT1068;;-7.338.509.606.536.940;35cf4469-162e-4f6d-8eae-ed886121088d.json;-37.571.139.171.285.500;;5.0.2;10.751.297.252.462.400;hghs (2);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hghs (2)/1432211261185.jpg'>;Xxxx;;-4.0124163,52.5060935
;;OBT Tree Survey;;2015-05-21T16:32:26.039Z;_q96dmtbor;;;;-1;MOTOROLA XT1068;;14.355.736.676.781.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-1.738.604.333.413.960;;4.4.4;14.877.489.021.817.800;OB Instructors ;Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OB Instructors /1432225855267.jpg'>;628 963;;-4.0069368,52.508149299999985
;;OBT Tree Survey;;2015-05-21T16:32:35.752Z;_mn3hpph8a;;;;-1;MOTOROLA XT1068;;5.518.008.402.144.120;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.233.812.968.361.790;;5.0.2;10.684.913.149.815.200;Tenzing OB;Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Tenzing OB/1432225894382.jpg'>;628923;;-4.023414300000001,52.54771290000002
;;OBT Tree Survey;;2015-05-21T16:33:13.424Z;_o24dw0cyc;;;;-1;MOTOROLA XT1068;;-15.954.058.316.153.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-47.547.699.378.694.200;;5.0.2;0.3139463368267569;Amundsen rock (2);Deciduous;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Amundsen rock (2)/1432225972212.jpg'>;628963;;-4.005385200000007,52.50717820000026
;;OBT Tree Survey;;2015-05-21T16:33:33.582Z;_mi9sjf32z;;;;-1;MOTOROLA XT1068;;39.425.545.776.227.700;35cf4469-162e-4f6d-8eae-ed886121088d.json;-5.044.201.594.514.920;;5.0.2;14.125.488.609.293.900;aberdovey (1);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/aberdovey (1)/1432225946618.jpg'>;628963;;-4.005379699999966,52.50717340000024
;;OBT Tree Survey;;2015-05-21T16:33:51.284Z;_ity5jl4ub;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;Ob instructed ;Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Ob instructed /1432225832444.jpg'>;;;-4.0249242,52.54753449999999
;;OBT Tree Survey;;2015-05-21T16:33:57.721Z;_c5s5vt9d2;;;;-1;MOTOROLA XT1068;;8.744.405.009.441.100;35cf4469-162e-4f6d-8eae-ed886121088d.json;-28.395.360.587.452.800;;4.4.4;17.735.306.764.895.500;Hillary coppice primary ;Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hillary coppice primary /1432225899726.jpg'>;628 964;;-4.0235961400000155,52.54770170000013
;;OBT Tree Survey;;2015-05-21T16:35:59.732Z;_74fhvjkqi;;;;-1;MOTOROLA XT1068;;-10.629.440.231.678.400;35cf4469-162e-4f6d-8eae-ed886121088d.json;-48.545.586.601.338.500;;5.0.2;11.706.436.242.082.300;Amundsen rock (1);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Amundsen rock (1)/1432226147812.jpg'>;Xxxx;;-4.005385199999956,52.507178200000176
;;OBT Tree Survey;;2015-05-21T16:37:47.044Z;_wl2wjr736;;;;-1;MOTOROLA XT1068;;-14.898.236.745.950.000;35cf4469-162e-4f6d-8eae-ed886121088d.json;-55.026.035.934.900.800;;5.0.2;7.448.718.294.644.410;aberdovey;Deciduous;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/aberdovey/1432226236558.jpg'>;67963;;-4.0053797000000095,52.50717339999994
;;OBT Tree Survey;;2015-05-21T16:39:39.614Z;_yzzohlrez;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;bbbbb;Deciduous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/bbbbb/1432226347283.jpg'>;33333;;-4.0236206,52.547625399999994
;;OBT Tree Survey;;2015-05-21T16:43:35.902Z;_l6fl9x4be;;;;-1;MOTOROLA XT1068;;1.600.088.609.310.290;35cf4469-162e-4f6d-8eae-ed886121088d.json;-34.379.996.243.880.100;;5.0.2;3.188.356.210.224.040;Amundsen hard knocks;Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Amundsen hard knocks/1432226541447.jpg'>;Xxxx;;-4.012416299999993,52.506093500000105
;;OBT Tree Survey;;2015-05-21T16:45:12.428Z;_0fyv3eno3;;;;-1;MOTOROLA XT1068;;-12.416.449.261.966.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-40.127.866.807.823.400;;5.0.2;31.346.453.101.383.500;instructirs by;Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/instructirs by/1432226601484.jpg'>;628963;;-4.0053796999999625,52.50717340000021
;;OBT Tree Survey;;2015-05-21T16:45:52.213Z;_3m9vwwk0e;;;;-1;MOTOROLA XT1068;;16.209.425.428.841.700;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.957.280.265.627.880;;5.0.2;10.672.220.097.016.400;Amundsen rock;Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Amundsen rock/1432226736746.jpg'>;Xxxx;;-4.012416300000001,52.50609349999982
;;OBT Tree Survey;;2015-05-26T10:27:14.215Z;_bq8qkiz09;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;Haha beebles;Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Haha beebles/1432635939339.jpg'>;653044;;-2.421976,53.825563999999986
;;OBT Tree Survey;;2015-05-30T09:44:38.483Z;_ba90dwi2l;;;;-1;MOTOROLA XT1068;;35.446.152.487.939.100;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.612.281.121.816.260;;5.0.2;1.956.985.971.746.780;obt (21);Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (21)/1432979035770.jpg'>;Xxxxxx;;-2.421976,53.82556399999999
;;OBT Tree Survey;;2015-05-30T09:50:52.669Z;_2x9puifbw;;;;-1;MOTOROLA XT1068;;-1.302.902.570.598.180;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.361.050.030.179.730;;5.0.2;10.209.234.870.353.400;obt (20);Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (20)/1432979440834.jpg'>;Xxxx;;-2.421976,53.82556399999999
;;OBT Tree Survey;;2015-05-30T09:55:28.049Z;_u64roajqg;;;;-1;MOTOROLA XT1068;;57.148.356.710.036.700;35cf4469-162e-4f6d-8eae-ed886121088d.json;-22.353.537.464.652.300;;5.0.2;620.607.295.064.002;obt (19);Coniferous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (19)/1432979707188.jpg'>;682963;;-2.421975999999996,53.82556399999991
;;OBT Tree Survey;;2015-05-30T09:57:45.541Z;_oc14rqi21;;;;-1;MOTOROLA XT1068;;-11.664.214.573.954.200;35cf4469-162e-4f6d-8eae-ed886121088d.json;-2.093.726.358.930.430;;5.0.2;10.597.335.610.503.600;obt (18);Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (18)/1432979842915.jpg'>;682963;;-3.94433159999996,52.54945130000023
;;OBT Tree Survey;;2015-05-30T10:12:43.077Z;_mz3aflmg8;;;;-1;MOTOROLA XT1068;;915.928.572.604.385;35cf4469-162e-4f6d-8eae-ed886121088d.json;-12.536.092.490.374.600;;5.0.2;15.511.507.948.269.900;obt (14);Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (14)/1432980745326.jpg'>;680964;;-3.94622370000001,52.549425799999966
;;OBT Tree Survey;;2015-05-30T10:15:42.105Z;_buuxxd8uw;;;;-1;MOTOROLA XT1068;;4.167.706.640.970.360;35cf4469-162e-4f6d-8eae-ed886121088d.json;-25.598.379.339.312.400;;5.0.2;9.308.042.635.789.030;obt (13);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (13)/1432980926769.jpg'>;680964;;-3.94622370000001,52.549425799999966
;;OBT Tree Survey;;2015-05-30T10:17:15.212Z;_zfg81fjmc;;;;-1;MOTOROLA XT1068;;9.911.129.044.216.750;35cf4469-162e-4f6d-8eae-ed886121088d.json;-24.258.758.969.472.100;;5.0.2;17.073.965.160.772.500;obt (12);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (12)/1432981022031.jpg'>;680964;;-3.9454273999999914,52.54989050000016
;;OBT Tree Survey;;2015-05-30T10:22:17.743Z;_1en0trwwc;;;;-1;MOTOROLA XT1068;;-11.099.375.688.086.000;35cf4469-162e-4f6d-8eae-ed886121088d.json;-23.517.867.859.633.300;;5.0.2;747.573.681.545.369;obt (11);Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (11)/1432981313020.jpg'>;682963;;-3.944723800000028,52.54944610000008
;;OBT Tree Survey;;2015-05-30T10:25:38.672Z;_lh6nwuhz3;;;;-1;MOTOROLA XT1068;;-1.554.836.966.813.550;35cf4469-162e-4f6d-8eae-ed886121088d.json;-22.712.226.556.462.800;;5.0.2;6.922.558.940.800.710;obt (10);Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (10)/1432981516845.jpg'>;681963;;-3.9452370000000023,52.549269799999934
;;OBT Tree Survey;;2015-05-30T10:27:12.090Z;_tj5ey279v;;;;-1;MOTOROLA XT1068;;-10.050.369.963.655.500;35cf4469-162e-4f6d-8eae-ed886121088d.json;-261.292.933.585.921;;5.0.2;8.183.335.021.956.900;obt (8);Coniferous;Sitka spruce;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (8)/1432981604640.jpg'>;681963;;-3.9487493508374993,52.54830896041128
;;OBT Tree Survey;;2015-05-30T10:36:55.473Z;_4ms9ntba9;;;;-1;MOTOROLA XT1068;;17.356.465.541.448.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-2.802.413.809.851.530;;5.0.2;6.030.009.456.857.300;obt (9);Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (9)/1432982186982.jpg'>;681963;;-3.9484032999999994,52.546576100000024
;;OBT Tree Survey;;2015-05-30T10:42:10.763Z;_au0m96ivu;;;;-1;MOTOROLA XT1068;;-16.077.479.834.455.400;35cf4469-162e-4f6d-8eae-ed886121088d.json;-6.586.950.765.742.960;;5.0.2;-34.784.051.025.271.000;obt (7);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (7)/1432982500091.jpg'>;679959;;-3.9484032999999994,52.546576100000024
;;OBT Tree Survey;;2015-05-30T11:27:47.801Z;_1wibetwuj;;;;-1;MOTOROLA XT1068;;143.987.627.704.389;35cf4469-162e-4f6d-8eae-ed886121088d.json;-1.669.776.687.902.470;;5.0.2;3.744.078.757.229.670;obt (4);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (4)/1432985244591.jpg'>;678958;;-3.9495320000000254,52.544598899999706
;;OBT Tree Survey;;2015-05-30T11:35:52.781Z;_sro493t0v;;;;-1;MOTOROLA XT1068;;10.692.170.738.072.500;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.531.679.908.632.260;;5.0.2;6.699.823.483.758.830;obt (3);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (3)/1432985729648.jpg'>;679961;;-3.9490044000000193,52.546992200000204
;;OBT Tree Survey;;2015-05-30T11:39:40.780Z;_8c5grn23w;;;;-1;MOTOROLA XT1068;;11.200.702.227.442.000;35cf4469-162e-4f6d-8eae-ed886121088d.json;-23.551.404.088.458.100;;5.0.2;59.017.478.957.545.700;obt (2);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (2)/1432985948539.jpg'>;680961;;-3.9483722999999906,52.547392499999724
;;OBT Tree Survey;;2015-05-30T12:32:14.693Z;_3yxeqlg28;;;;-1;MOTOROLA XT1068;;-173.916.396.496.361;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.134.749.953.696.680;;5.0.2;-0.9366322718986053;hahn (6);Deciduous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (6)/1432989108819.jpg'>;;;-3.8534338999999997,52.62125499999997
;;OBT Tree Survey;;2015-05-30T12:40:37.615Z;_ba89osswf;;;;-1;MOTOROLA XT1068;;-8.997.301.642.706.740;35cf4469-162e-4f6d-8eae-ed886121088d.json;-1.316.770.142.726.680;;5.0.2;-3.052.882.823.131.420;obt (1);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (1)/1432989569448.jpg'>;Xxxx;;-3.9479243999999576,52.5471659999999
;;OBT Tree Survey;;2015-05-30T13:31:46.647Z;_ejxm5hz6d;;;;-1;MOTOROLA XT1068;;-15.748.430.007.038.700;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.430.163.490.017.270;;5.0.2;-5.340.740.489.878.640;hahn (5);Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (5)/1432992664669.jpg'>;Xxxx;;-3.8531824000000423,52.621314000000034
;;OBT Tree Survey;;2015-05-30T13:34:50.010Z;_v2c4ea62d;;;;-1;MOTOROLA XT1068;;6.836.890.951.626.360;35cf4469-162e-4f6d-8eae-ed886121088d.json;-54.406.448.984.721.400;;5.0.2;-12.345.535.335.173.100;hahn (4);Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (4)/1432992858677.jpg'>;Xxxx;;-3.853105499999985,52.62140729999984
;;OBT Tree Survey;;2015-05-30T13:38:22.741Z;_5zdtqm258;;;;-1;MOTOROLA XT1068;;-971.073.675.811.992;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.284.524.049.364.010;;5.0.2;-27.807.525.052.290.700;hahn (3);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (3)/1432993092510.jpg'>;Xxxx;;-3.8529283000000007,52.62179960000023
;;OBT Tree Survey;;2015-05-30T13:44:47.856Z;_qbqxf90bp;;;;-1;MOTOROLA XT1068;;-14.155.023.371.793.400;35cf4469-162e-4f6d-8eae-ed886121088d.json;3.125.135.552.379.580;;5.0.2;-7.583.294.707.144.270;hahn (2);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (2)/1432993475133.jpg'>;Xxxx;;-3.8525888000000292,52.621346500000016
;;OBT Tree Survey;;2015-05-30T13:47:33.419Z;_7okm2uhz4;;;;-1;MOTOROLA XT1068;;-2.965.658.916.864.150;35cf4469-162e-4f6d-8eae-ed886121088d.json;-6.633.944.174.779.940;;5.0.2;-17.037.766.865.718.800;Hahn (26);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (26)/1432993635180.jpg'>;Xxxx;;-3.852312400000019,52.621276900000076
;;OBT Tree Survey;;2015-05-30T13:49:00.371Z;_goy8wfqox;;;;-1;MOTOROLA XT1068;;9.840.609.390.093.120;35cf4469-162e-4f6d-8eae-ed886121088d.json;-6.895.913.348.320.110;;5.0.2;-4.292.996.899.029.410;Hahn (25);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (25)/1432993731043.jpg'>;Xxxx;;-3.8526104999999613,52.62119400000021
;;OBT Tree Survey;;2015-05-30T13:50:56.678Z;_x8mlnw1zk;;;;-1;MOTOROLA XT1068;;8.847.124.224.368.920;35cf4469-162e-4f6d-8eae-ed886121088d.json;-38.443.327.007.539.400;;5.0.2;64.898.754.215.036.800;Hahn (24);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (24)/1432993821821.jpg'>;Xxxx;;-3.8526151000000426,52.62139240000018
;;OBT Tree Survey;;2015-05-30T13:52:04.722Z;_urmqyd92b;;;;-1;MOTOROLA XT1068;;6.543.988.534.354.120;35cf4469-162e-4f6d-8eae-ed886121088d.json;-7.425.442.205.236.110;;5.0.2;-2.867.903.541.915.640;hahn;Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn,/1432993911544.jpg'>;Xxxx;;-3.852594900000014,52.62136289999975
;;OBT Tree Survey;;2015-05-30T13:53:10.865Z;_wfqhki677;;;;-1;MOTOROLA XT1068;;2.140.474.734.930.940;35cf4469-162e-4f6d-8eae-ed886121088d.json;-7.034.632.441.306.320;;5.0.2;-20.716.873.875.355.500;Hahn (23);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (23)/1432993982040.jpg'>;Xxxx;;-3.8525854000000384,52.621308600000155
;;OBT Tree Survey;;2015-05-30T13:57:04.405Z;_17d1mbxsf;;;;-1;MOTOROLA XT1068;;6.818.150.961.600.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-10.277.877.417.738.400;;5.0.2;-20.074.839.508.468.900;hahn (1);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hahn (1)/1432994203236.jpg'>;Xxxx;;-3.8518805000000405,52.62145380000023
;;OBT Tree Survey;;2015-05-30T13:59:18.512Z;_s2r4i5sws;;;;-1;MOTOROLA XT1068;;5.511.663.156.405.180;35cf4469-162e-4f6d-8eae-ed886121088d.json;-2.214.529.011.950.050;;5.0.2;-4.446.018.152.005.530;Hahn (22);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (22)/1432994343428.jpg'>;Xxxx;;-3.85186910000004,52.62146449999974
;;OBT Tree Survey;;2015-05-30T13:59:50.027Z;_gspz2t5t6;;;;-1;MOTOROLA XT1068;;9.562.763.441.827.260;35cf4469-162e-4f6d-8eae-ed886121088d.json;-18.949.678.540.830.600;;5.0.2;-8.841.813.923.043.960;Hahn (21);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (21)/1432994380929.jpg'>;Xxxx;;-3.8518129999999946,52.62134560000014
;;OBT Tree Survey;;2015-05-30T14:01:03.490Z;_hafb4pxo3;;;;-1;MOTOROLA XT1068;;27.378.362.495.510.800;35cf4469-162e-4f6d-8eae-ed886121088d.json;-2.280.059.554.394.450;;5.0.2;-8.849.993.074.575.050;Hahn (20);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (20)/1432994452253.jpg'>;Xxxx;;-3.851842800000008,52.62133750000015
;;OBT Tree Survey;;2015-05-30T14:02:18.167Z;_uxehjcrzs;;;;-1;MOTOROLA XT1068;;8.313.340.842.618.920;35cf4469-162e-4f6d-8eae-ed886121088d.json;-13.326.261.707.527.700;;5.0.2;-528.544.669.345.281;Hahn (19);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (19)/1432994526607.jpg'>;Xxxx;;-3.851794899999981,52.62123310000016
;;OBT Tree Survey;;2015-05-30T14:03:41.198Z;_tfhs09nsf;;;;-1;MOTOROLA XT1068;;12.230.232.350.473.200;35cf4469-162e-4f6d-8eae-ed886121088d.json;-17.998.009.500.752.500;;5.0.2;-7.368.051.199.225.620;Hahn (15);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (15)/1432994613852.jpg'>;Xxxx;;-3.851696799999963,52.621107699999975
;;OBT Tree Survey;;2015-05-30T14:04:58.546Z;_wuolw7v27;;;;-1;MOTOROLA XT1068;;1.159.137.060.645.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-14.728.807.756.417.600;;5.0.2;-20.326.090.151.522;Hahn (14);Coniferous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (14)/1432994682175.jpg'>;Xxxx;;-3.851755799999975,52.621070199999735
;;OBT Tree Survey;;2015-05-30T14:07:03.785Z;_z5eva5wug;;;;-1;MOTOROLA XT1068;;12.845.062.073.895.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-13.342.732.708.711.200;;5.0.2;-75.716.164.497.013.900;Hahn (13);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (13)/1432994815910.jpg'>;Xxxx;;-3.851797699999958,52.6210290999999
;;OBT Tree Survey;;2015-05-30T14:08:55.903Z;_3qpus0cmu;;;;-1;MOTOROLA XT1068;;-5.727.915.483.264.250;35cf4469-162e-4f6d-8eae-ed886121088d.json;-26.049.791.664.200.400;;5.0.2;6.665.010.009.559.270;Hahn (12);Deciduous;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (12)/1432994864401.jpg'>;Xxxx;;-3.8518144999999784,52.62102759999996
;;OBT Tree Survey;;2015-05-30T14:10:00.922Z;_d52tfp9cg;;;;-1;MOTOROLA XT1068;;7.727.309.245.793.990;35cf4469-162e-4f6d-8eae-ed886121088d.json;-14.730.110.615.001.800;;5.0.2;-3.414.835.037.817.910;Hahn (11);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (11)/1432994988841.jpg'>;Xxxx;;-3.8517690999999576,52.62108290000015
;;OBT Tree Survey;;2015-05-30T14:12:17.323Z;_5i9fmf7u1;;;;-1;MOTOROLA XT1068;;-10.418.107.348.569.000;35cf4469-162e-4f6d-8eae-ed886121088d.json;-5.352.721.580.833.860;;5.0.2;19.876.871.598.018.000;Hahn (10);Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (10)/1432995115965.jpg'>;Xxxx;;-3.8519456000000085,52.62100699999988
;;OBT Tree Survey;;2015-05-30T14:13:40.619Z;_cncw57icl;;;;-1;MOTOROLA XT1068;;-12.612.366.408.119.200;35cf4469-162e-4f6d-8eae-ed886121088d.json;-39.222.381.799.365.700;;5.0.2;5.856.012.949.072.170;Hahn (9);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hahn (9)/1432995212871.jpg'>;Xxxx;;-3.8519456000000085,52.62100699999988
